Contig	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_36_length_1881_cov_4.572062_NEMO32|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_36_length_1984_cov_99.885160_MEMO055|full	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma theileri
NODE_36_length_2076_cov_3.023512_MEMO113|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	unclassified
NODE_36_length_2104_cov_4.467686_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_36_length_2220_cov_8.746617_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti
NODE_36_length_2240_cov_4.963939_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_36_length_2320_cov_18.741418_MEMO031|full	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	unclassified	Nudiviridae sp.
NODE_36_length_3080_cov_4.660673_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia piriflorinigrans
NODE_36_length_8499_cov_11.802303_MEMO129|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_360_length_1078_cov_3.438561_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_360_length_1156_cov_2.636701_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_360_length_1242_cov_5.812876_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia billingiae
NODE_361_length_1035_cov_4.187891_NEMO-NC2|full	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	unclassified	unclassified
NODE_361_length_1059_cov_2.112016_MEMO128|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp. FDAARGOS_727
NODE_361_length_1156_cov_2.626506_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_361_length_1242_cov_2.729614_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_362_length_1077_cov_4.490000_NEMO-NC3|full	Bacteria	Actinobacteria	Actinomycetia	Motilibacterales	Motilibacteraceae	Motilibacter	Motilibacter peucedani
NODE_362_length_1239_cov_4.246127_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
NODE_363_length_1034_cov_6.770115_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_363_length_1110_cov_0.841239_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	unclassified
NODE_363_length_1154_cov_3.082637_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_363_length_1237_cov_3.705172_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_364_length_1076_cov_1.936937_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
NODE_364_length_1109_cov_2.257752_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_364_length_1152_cov_5.061395_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_364_length_1237_cov_1.652586_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_365_length_1030_cov_1.529906_NEMO-NC2|full	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	unclassified	Crocinitomicaceae bacterium
NODE_365_length_1075_cov_3.666333_NEMO-NC3|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_365_length_1149_cov_1.598881_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_365_length_1236_cov_3.127696_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_366_length_1045_cov_1.337810_MEMO128|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	unclassified
NODE_366_length_1235_cov_3.644214_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_367_length_1026_cov_3.721812_NEMO-NC2|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_367_length_1109_cov_1.382752_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_367_length_1146_cov_1.898971_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_367_length_1235_cov_2.965458_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_368_length_1026_cov_3.382508_NEMO-NC2|full	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus pasteurii
NODE_368_length_1074_cov_2.369107_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
NODE_368_length_1143_cov_3.411820_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_368_length_1234_cov_3.758859_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	unclassified
NODE_369_length_1073_cov_2.238956_NEMO-NC3|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	unclassified
NODE_369_length_1106_cov_3.390671_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_369_length_1142_cov_5.958685_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_369_length_1229_cov_11.662326_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica
NODE_37_length_10068_cov_15.411971_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_37_length_1075_cov_1.117234_MEMO009-NC|full	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	unclassified	Bradyrhizobiaceae sp. OAS957
NODE_37_length_1448_cov_6.810357_MEMO076-NC|full	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	Gammaproteobacteria bacterium
NODE_37_length_1551_cov_4.797829_NEMO20|full	Eukaryota	Rotifera	Eurotatoria	unclassified	unclassified	Rotaria	Rotaria sp. Silwood2
NODE_37_length_1820_cov_18.003442_NEMO31|full	Eukaryota	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_37_length_1855_cov_3.291901_NEMO-NC3|full	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	Firmicutes bacterium ADurb.Bin419
NODE_37_length_2085_cov_2.811255_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_37_length_2215_cov_4.455566_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_37_length_2243_cov_12.088181_MEMO031|full	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	unclassified	Nudiviridae sp.
NODE_37_length_3028_cov_9.561505_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_37_length_8423_cov_37.353103_MEMO129|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_370_length_1023_cov_6.058140_NEMO-NC2|full	Bacteria	Actinobacteria	Actinomycetia	unclassified	unclassified	unclassified	unclassified
NODE_370_length_1071_cov_3.853119_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
NODE_370_length_1105_cov_1.576848_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_370_length_1141_cov_3.578947_MEMO033|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_370_length_1228_cov_4.363162_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Candidatus Erwinia dacicola
NODE_371_length_1022_cov_1.907937_NEMO-NC2|full	Bacteria	Candidatus Moranbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Moranbacteria bacterium
NODE_371_length_1071_cov_3.515091_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_371_length_1104_cov_3.100292_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_371_length_1140_cov_2.338664_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_371_length_1228_cov_2.506516_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_372_length_1021_cov_4.637712_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_372_length_1070_cov_3.975831_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula ochroleuca
NODE_372_length_1104_cov_3.003895_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_372_length_1139_cov_1.585687_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_372_length_1226_cov_3.050479_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_373_length_1070_cov_1.707956_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
NODE_373_length_1104_cov_2.923077_MEMO112|full	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis
NODE_373_length_1138_cov_3.359095_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_373_length_1224_cov_5.174368_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_374_length_1020_cov_2.923648_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_374_length_1068_cov_2.205853_NEMO-NC3|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_374_length_1103_cov_7.343080_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_374_length_1137_cov_2.991509_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_374_length_1222_cov_3.392140_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_375_length_1020_cov_2.242842_NEMO-NC2|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_375_length_1068_cov_1.195762_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
NODE_375_length_1101_cov_3.613281_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	unclassified
NODE_375_length_1135_cov_1.716446_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_375_length_1221_cov_6.079545_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_375_length_1258_cov_2.696867_MEMO050|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_376_length_1019_cov_2.467091_NEMO-NC2|full	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum maritimum
NODE_376_length_1067_cov_3.083838_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_376_length_1100_cov_2.416422_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_376_length_1133_cov_3.782197_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_376_length_1217_cov_6.710526_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_377_length_1017_cov_5.873404_NEMO-NC2|full	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Prokaryotic dsDNA virus sp.
NODE_377_length_1100_cov_1.873900_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_377_length_1133_cov_1.411932_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_377_length_1216_cov_3.869183_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_378_length_1023_cov_1.508457_MEMO128|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp. FDAARGOS_727
NODE_378_length_1098_cov_2.483839_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles merus
NODE_378_length_1130_cov_2.886040_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_378_length_1213_cov_4.680458_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_379_length_1016_cov_6.663472_NEMO-NC2|full	Bacteria	Cyanobacteria	unclassified	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus
NODE_379_length_1097_cov_2.232353_MEMO112|full	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aedes aegypti To virus 2
NODE_379_length_1129_cov_3.323194_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_379_length_1213_cov_1.858275_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_38_length_1064_cov_2.720365_NEMO21|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	unclassified
NODE_38_length_1067_cov_3.056566_MEMO009-NC|full	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	unclassified
NODE_38_length_1224_cov_2.445510_NEMO16|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_38_length_1445_cov_3.535088_MEMO076-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_38_length_1486_cov_6.463449_NEMO36|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_38_length_1528_cov_5.421778_NEMO-NC1|full	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
NODE_38_length_1802_cov_10.426087_NEMO31|full	Eukaryota	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_38_length_1813_cov_5.132488_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_38_length_1853_cov_2.797297_NEMO-NC3|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium
NODE_38_length_2018_cov_9.688305_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_38_length_2192_cov_3.314421_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	unclassified
NODE_38_length_3002_cov_10.973333_MEMO048|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_38_length_3588_cov_24.863572_MEMO050|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_38_length_8319_cov_14.483256_MEMO129|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_38_length_9742_cov_30.284428_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_380_length_1015_cov_3.152452_NEMO-NC2|full	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Salinibacterium	unclassified
NODE_380_length_1020_cov_2.041357_MEMO128|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_380_length_1063_cov_2.560852_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_380_length_1096_cov_5.743867_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_380_length_1129_cov_3.213878_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_381_length_1014_cov_4.948773_NEMO-NC2|full	Bacteria	Candidatus Magasanikbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Magasanikbacteria bacterium CG_4_9_14_3_um_filter_32_9
NODE_381_length_1063_cov_1.993915_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
NODE_381_length_1095_cov_2.410609_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_381_length_1125_cov_4.404580_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_382_length_1062_cov_5.813198_NEMO-NC3|full	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_382_length_1124_cov_2.739255_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_382_length_1210_cov_4.025596_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. RIT 413
NODE_383_length_1010_cov_1.434084_NEMO-NC2|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_383_length_1094_cov_3.370698_MEMO112|full	Eukaryota	Arthropoda	Insecta	unclassified	unclassified	unclassified	unclassified
NODE_383_length_1124_cov_1.897803_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_383_length_1208_cov_7.030062_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_384_length_1060_cov_2.795524_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_384_length_1120_cov_1.575264_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_384_length_1208_cov_4.742706_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_385_length_1009_cov_2.428112_NEMO-NC2|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
