Contig	taxID	Avg. % identity
NODE_2_length_3403_cov_2.389056_NEMO-NC1|full	2057741	100
NODE_2_length_3617_cov_6.762994_MEMO033|full	91347	55.1
NODE_2_length_4052_cov_7.220629_MEMO083|full	263437	100
NODE_2_length_4075_cov_4.774137_MEMO126|full	953	99.4
NODE_2_length_4289_cov_9.046534_MEMO009-NC|full	427343	99.4
NODE_2_length_4448_cov_4.354152_MEMO017|full	2681984	86.3
NODE_2_length_4768_cov_4.176935_MEMO121|full	2640676	89.9
NODE_2_length_505_cov_0.469626_MEMO094|10-percent	7176	71.4
NODE_2_length_509_cov_0.775463_NEMO14|10-percent	7176	96.8
NODE_2_length_518_cov_0.281179_MEMO002|10-percent	7176	85.7
NODE_2_length_518_cov_0.741497_MEMO003|10-percent	7176	56.7
NODE_2_length_519_cov_0.563348_MEMO150-NC|10-percent	749550	74
NODE_2_length_5244_cov_10.296303_NEMO-NC2|full	1	545.666.666.666.667
NODE_2_length_530_cov_0.715232_MEMO080|10-percent	7176	60.35
NODE_2_length_534_cov_1.026258_MEMO004|10-percent	7176	50
NODE_2_length_535_cov_4.471616_NEMO05|full	6333	54.35
NODE_2_length_536_cov_1.799564_MEMO064|10-percent	32008	71.38
NODE_2_length_538_cov_0.681128_NEMO54|1-percent	7176	89.7
NODE_2_length_542_cov_0.711828_MEMO020-NC|10-percent	50421	60.7
NODE_2_length_5467_cov_9.066790_MEMO143|full	170557	87.7
NODE_2_length_546_cov_0.560768_NEMO23|1-percent	7176	93.1
NODE_2_length_558_cov_1.322245_MEMO071|1-percent	263437	100
NODE_2_length_5888_cov_13.127345_MEMO149|full	2069292	54.8
NODE_2_length_5900_cov_8.344496_MEMO112|full	7165	50
NODE_2_length_5989_cov_4.066475_MEMO111|full	7160	50.7
NODE_2_length_600_cov_0.544933_MEMO098|10-percent	7176	95.6
NODE_2_length_6159_cov_12.358599_MEMO128|full	953	95.9
NODE_2_length_624_cov_0.853748_MEMO135|10-percent	7176	97.5
NODE_2_length_6276_cov_31.658332_NEMO03|full	2640676	100
NODE_2_length_654_cov_0.675910_MEMO056|10-percent	7176	80
NODE_2_length_6604_cov_6.245289_MEMO048|full	158822	74.1
NODE_2_length_671_cov_0.742424_NEMO27|10-percent	7176	78.6
NODE_2_length_6973_cov_12.846868_MEMO037|full	953	91.85
NODE_2_length_6989_cov_9.481192_MEMO117|full	2059675	64.7
NODE_2_length_718_cov_0.480499_MEMO096|10-percent	7176	77.68
NODE_2_length_7425_cov_11.494420_MEMO071|full	2640676	100
NODE_2_length_749_cov_1.483631_MEMO139|10-percent	6293	97.6
NODE_2_length_767_cov_1.452174_MEMO081|10-percent	7176	65.85
NODE_2_length_792_cov_0.612587_NEMO48|10-percent	7176	95.1
NODE_2_length_7950_cov_77.590626_MEMO059|full	2304515	99.7
NODE_2_length_807_cov_1.697260_MEMO054|1-percent	263437	100
NODE_2_length_856_cov_1.047497_MEMO113|1-percent	30069	55.7
NODE_2_length_878_cov_3.062422_MEMO084|full	2651958	99.3
NODE_2_length_899_cov_0.878345_NEMO51|10-percent	7176	96
NODE_2_length_9043_cov_21.187821_MEMO141|full	709323	49.5
NODE_3000_length_553_cov_1.407563_NEMO-NC2|full	1891238	59.3
NODE_3000_length_631_cov_1.971119_NEMO-NC3|full	721885	42.3
NODE_3001_length_553_cov_1.380252_NEMO-NC2|full	2511130	34
NODE_3001_length_631_cov_1.779783_NEMO-NC3|full	721885	82
NODE_3002_length_501_cov_1.183962_MEMO111|full	7160	55.9
NODE_3002_length_553_cov_1.313025_NEMO-NC2|full	161879	100
NODE_3002_length_631_cov_1.776173_NEMO-NC3|full	562	99.2
NODE_3003_length_501_cov_0.983491_MEMO111|full	7160	59.3
NODE_3003_length_553_cov_0.983193_NEMO-NC2|full	1915061	96.5
NODE_3003_length_631_cov_1.631769_NEMO-NC3|full	41294	885.142.857.142.857
NODE_3004_length_501_cov_0.863208_MEMO111|full	7160	48.3
NODE_3004_length_553_cov_0.964286_NEMO-NC2|full	111142	100
NODE_3004_length_631_cov_1.494585_NEMO-NC3|full	294631	56.6
NODE_3005_length_501_cov_0.820755_MEMO111|full	7434	38.65
NODE_3005_length_553_cov_0.873950_NEMO-NC2|full	2591644	32.3
NODE_3006_length_501_cov_0.790094_MEMO111|full	518105	406.666.666.666.667
NODE_3006_length_553_cov_0.859244_NEMO-NC2|full	237258	98.5
NODE_3006_length_631_cov_1.225632_NEMO-NC3|full	2099675	60
NODE_3007_length_501_cov_0.639151_MEMO111|full	7159	59.4
NODE_3008_length_501_cov_0.341981_MEMO111|full	7176	42.7
NODE_3008_length_569_cov_1.398374_MEMO112|full	42434	82.5
NODE_3009_length_552_cov_3.425263_NEMO-NC2|full	237258	99.15
NODE_3009_length_569_cov_1.345528_MEMO112|full	43817	51.725
NODE_3009_length_631_cov_0.996390_NEMO-NC3|full	1827	995.833.333.333.333
NODE_300_length_1091_cov_3.304734_NEMO-NC2|full	1224	47.2
NODE_300_length_1182_cov_2.895023_MEMO112|full	7160	44.3
NODE_300_length_1251_cov_2.723169_MEMO033|full	1903409	98.9
NODE_300_length_1322_cov_1.891566_MEMO048|full	891974	96.1
NODE_300_length_522_cov_1.038202_MEMO150-NC|full	1236	97.7
NODE_300_length_545_cov_0.985043_NEMO18|full	7176	91
NODE_300_length_678_cov_1.645591_NEMO53|full	42434	98.5
NODE_300_length_694_cov_2.398703_NEMO20|full	33340	32.175
NODE_300_length_702_cov_1.886400_MEMO009-NC|full	171549	99.6
NODE_300_length_735_cov_4.767477_MEMO119|full	2640676	89.8
NODE_300_length_741_cov_2.149096_MEMO046-NC|full	131567	48.75
NODE_300_length_778_cov_15.584879_NEMO31|full	34485	42.25
NODE_300_length_789_cov_1.160112_NEMO-NC4|full	2047875	97
NODE_300_length_982_cov_1.659669_MEMO113|full	7159	36.4
NODE_300_length_999_cov_1.765727_MEMO143|full	53541	97
NODE_3010_length_569_cov_1.119919_MEMO112|full	42434	41.3
NODE_3010_length_630_cov_6.891501_NEMO-NC3|full	1913989	45.8
NODE_3011_length_552_cov_2.856842_NEMO-NC2|full	1224	461.333.333.333.333
NODE_3012_length_500_cov_2.208038_MEMO111|full	7159	78.4
NODE_3012_length_569_cov_0.910569_MEMO112|full	33154	42.625
NODE_3012_length_630_cov_4.081374_NEMO-NC3|full	721885	47.2
NODE_3013_length_500_cov_1.895981_MEMO111|full	7159	78.4
NODE_3013_length_552_cov_2.014737_NEMO-NC2|full	1794810	72.375
NODE_3013_length_569_cov_0.873984_MEMO112|full	7160	46.075
NODE_3014_length_630_cov_3.209765_NEMO-NC3|full	2100421	49
NODE_3015_length_569_cov_0.825203_MEMO112|full	7160	76.5
NODE_3016_length_569_cov_0.804878_MEMO112|full	7160	46.3
NODE_3017_length_552_cov_1.494737_NEMO-NC2|full	2725945	38.5
NODE_3017_length_569_cov_0.583333_MEMO112|full	7160	83
NODE_3017_length_630_cov_2.643761_NEMO-NC3|full	721885	78.9
NODE_3018_length_630_cov_2.513562_NEMO-NC3|full	721885	73.8
NODE_3019_length_552_cov_1.400000_NEMO-NC2|full	90243	76.7
NODE_3019_length_630_cov_2.506329_NEMO-NC3|full	469	63.55
NODE_301_length_1090_cov_6.529121_NEMO-NC2|full	1783272	43.95
NODE_301_length_1250_cov_3.511509_MEMO033|full	91347	54.5
NODE_301_length_505_cov_1.376168_MEMO020-NC|full	2664245	31.9
NODE_301_length_511_cov_1.896313_MEMO096|full	7176	88.1
NODE_301_length_512_cov_1.064368_NEMO29|full	42434	70.4
NODE_301_length_521_cov_1.423423_MEMO056|full	33074	88.4
NODE_301_length_521_cov_1.432432_MEMO150-NC|full	2	63.14
NODE_301_length_532_cov_0.920879_NEMO14|full	42434	87.5
NODE_301_length_559_cov_0.682573_MEMO012|full	7157	975.636.363.636.363
NODE_301_length_580_cov_2.355865_NEMO35|full	7176	655.666.666.666.667
NODE_301_length_667_cov_1.522034_NEMO15|full	7176	94.8
NODE_301_length_685_cov_5.027961_MEMO011|full	37360	56
NODE_301_length_714_cov_2.312402_NEMO36|full	34485	91.2
NODE_301_length_753_cov_1.951183_MEMO025|full	312017	60.8
NODE_301_length_760_cov_3.351391_NEMO16|full	7176	92.5
NODE_301_length_979_cov_2.400222_MEMO116|full	7160	43.7
NODE_301_length_982_cov_1.292818_MEMO113|full	7176	40.4
NODE_3020_length_552_cov_1.351579_NEMO-NC2|full	1869212	46.2
NODE_3021_length_500_cov_1.021277_MEMO111|full	43817	43.5
NODE_3022_length_500_cov_0.973995_MEMO111|full	7160	61.4
NODE_3022_length_552_cov_1.096842_NEMO-NC2|full	1897614	39.2
NODE_3022_length_630_cov_2.173599_NEMO-NC3|full	721885	80.3
NODE_3023_length_500_cov_0.860520_MEMO111|full	7160	86.9
NODE_3023_length_552_cov_0.995789_NEMO-NC2|full	1802474	36.8
NODE_3023_length_568_cov_1.767821_MEMO112|full	28584	44.5
NODE_3023_length_630_cov_2.066908_NEMO-NC3|full	1	657.666.666.666.667
NODE_3024_length_568_cov_1.484725_MEMO112|full	7160	84.1
NODE_3024_length_630_cov_2.005425_NEMO-NC3|full	721885	56.3
NODE_3025_length_568_cov_1.468432_MEMO112|full	42434	47.1
NODE_3025_length_630_cov_1.692586_NEMO-NC3|full	1747	998.125
NODE_3026_length_568_cov_1.368635_MEMO112|full	518105	75.2
NODE_3026_length_630_cov_1.645570_NEMO-NC3|full	1891238	99
NODE_3027_length_551_cov_2.827004_NEMO-NC2|full	2053652	68
NODE_3027_length_568_cov_1.352342_MEMO112|full	218467	44.7
NODE_3027_length_630_cov_1.591320_NEMO-NC3|full	721885	86.7
NODE_3028_length_551_cov_2.700422_NEMO-NC2|full	1243	99.4
NODE_3028_length_630_cov_1.365280_NEMO-NC3|full	721885	67.6
NODE_3029_length_551_cov_2.449367_NEMO-NC2|full	2100421	63
NODE_3029_length_630_cov_1.097649_NEMO-NC3|full	472695	99.25
NODE_302_length_1180_cov_2.142339_MEMO112|full	7160	50.7
NODE_302_length_1250_cov_2.001705_MEMO033|full	68334	100
NODE_302_length_1318_cov_2.493151_MEMO048|full	1903409	99.67
NODE_302_length_1334_cov_5.979316_MEMO108|full	263437	100
NODE_302_length_504_cov_1.925059_MEMO104|full	518105	76.375
NODE_302_length_511_cov_0.580645_MEMO112|10-percent	7373	32.4
NODE_302_length_521_cov_1.112613_MEMO056|full	33074	75.9
NODE_302_length_545_cov_1.779915_MEMO142|full	7176	72.2
NODE_302_length_546_cov_1.614072_MEMO042|full	518105	71
NODE_302_length_580_cov_1.405567_NEMO35|full	7176	71.8
NODE_302_length_584_cov_3.394477_MEMO089|full	42434	58.1
NODE_302_length_609_cov_3.233083_MEMO074|full	91347	75.34
NODE_302_length_632_cov_2.041441_NEMO28|full	2640676	100
NODE_302_length_698_cov_4.980676_MEMO023|full	7176	69.2
NODE_302_length_711_cov_2.033123_NEMO36|full	46969	28
NODE_302_length_752_cov_2.585185_MEMO025|full	312017	66.4
NODE_302_length_778_cov_3.275321_NEMO31|full	4751	497.538.461.538.461
NODE_302_length_787_cov_1.483099_NEMO-NC4|full	2	451.333.333.333.333
NODE_302_length_851_cov_2.614987_NEMO-NC1|full	2052153	65.9
NODE_302_length_976_cov_5.295884_MEMO116|full	518105	528.647.058.823.529
NODE_3030_length_568_cov_1.179226_MEMO112|full	7160	74.5
NODE_3030_length_630_cov_0.969259_NEMO-NC3|full	721885	86.4
NODE_3031_length_629_cov_5.637681_NEMO-NC3|full	155619	593.333.333.333.333
NODE_3032_length_551_cov_1.525316_NEMO-NC2|full	1978230	54.1
NODE_3032_length_568_cov_1.132383_MEMO112|full	7160	56.9
NODE_3032_length_629_cov_4.536232_NEMO-NC3|full	543	995.130.434.782.609
NODE_3033_length_568_cov_1.018330_MEMO112|full	7176	63.2
NODE_3033_length_629_cov_3.936594_NEMO-NC3|full	721885	90.4
NODE_3034_length_551_cov_1.236287_NEMO-NC2|full	1802145	56.4
NODE_3034_length_568_cov_0.995927_MEMO112|full	7160	50.8
NODE_3034_length_629_cov_2.708333_NEMO-NC3|full	721885	65.2
NODE_3035_length_551_cov_0.957806_NEMO-NC2|full	263067	48.4
NODE_3035_length_568_cov_0.885947_MEMO112|full	53541	71.975
NODE_3035_length_629_cov_2.614130_NEMO-NC3|full	721885	92.5
NODE_3036_length_551_cov_0.930380_NEMO-NC2|full	200644	99.5
NODE_3036_length_629_cov_2.286232_NEMO-NC3|full	721885	99
NODE_3037_length_629_cov_2.135870_NEMO-NC3|full	747525	64.3
NODE_3038_length_629_cov_2.096014_NEMO-NC3|full	1794811	48.425
NODE_3039_length_550_cov_8.399577_NEMO-NC2|full	1118202	97.8
NODE_303_length_1088_cov_6.567755_NEMO-NC2|full	1802338	43.5
NODE_303_length_1128_cov_2.762131_NEMO-NC3|full	562	994.571.428.571.428
NODE_303_length_1178_cov_2.425068_MEMO112|full	7176	54.8
NODE_303_length_1250_cov_1.843990_MEMO033|full	1903409	96.55
NODE_303_length_521_cov_0.948198_MEMO150-NC|full	131567	804.666.666.666.667
NODE_303_length_624_cov_1.127971_MEMO105|full	518105	638.666.666.666.667
NODE_303_length_678_cov_1.537438_NEMO53|full	7176	43.76
NODE_303_length_685_cov_2.034539_MEMO011|full	4827	364.166.666.666.667
NODE_303_length_694_cov_0.797407_MEMO117|full	7176	53.7
NODE_303_length_710_cov_5.345972_NEMO36|full	33154	488.090.909.090.909
NODE_303_length_718_cov_1.500780_MEMO127|full	42434	97.3
NODE_303_length_740_cov_1.965309_MEMO046-NC|full	1895829	71.6
NODE_303_length_752_cov_2.059259_MEMO025|full	7176	96.2
NODE_303_length_787_cov_1.257746_NEMO-NC4|full	2030827	39.8
NODE_303_length_914_cov_2.894863_MEMO076-NC|full	1886027	34.5
NODE_3040_length_629_cov_1.811594_NEMO-NC3|full	543	99.96
NODE_3041_length_550_cov_3.253700_NEMO-NC2|full	2052139	54.1
NODE_3042_length_629_cov_1.324275_NEMO-NC3|full	1236	990.625
NODE_3043_length_550_cov_2.591966_NEMO-NC2|full	1550235	43.5
NODE_3043_length_567_cov_1.322449_MEMO112|full	518105	50.6
NODE_3043_length_629_cov_1.250000_NEMO-NC3|full	1236	98.6
NODE_3044_length_550_cov_2.490486_NEMO-NC2|full	1871011	53.2
NODE_3045_length_567_cov_1.144898_MEMO112|full	53541	69.3
NODE_3045_length_629_cov_1.048913_NEMO-NC3|full	131567	53.55
NODE_3046_length_550_cov_2.336152_NEMO-NC2|full	239	42.85
NODE_3046_length_567_cov_1.053061_MEMO112|full	42434	51.5
NODE_3047_length_567_cov_0.673469_MEMO112|full	43817	99.896
NODE_3049_length_628_cov_3.773140_NEMO-NC3|full	562	95.25
NODE_304_length_1088_cov_2.645895_NEMO-NC2|full	1783273	58.4
NODE_304_length_1127_cov_2.305714_NEMO-NC3|full	1783273	46.2
NODE_304_length_1317_cov_3.101613_MEMO048|full	68334	98.2
NODE_304_length_1325_cov_5.899840_MEMO108|full	953	99.6
NODE_304_length_504_cov_1.007026_MEMO020-NC|full	1797935	44.6
NODE_304_length_512_cov_1.305747_NEMO48|full	7176	60.3
NODE_304_length_520_cov_2.945824_MEMO150-NC|full	94643	70.8
NODE_304_length_546_cov_1.413646_MEMO042|full	43817	37.275
NODE_304_length_557_cov_1.733333_MEMO012|full	42434	97.1
NODE_304_length_693_cov_46.410714_MEMO117|full	2607737	31
NODE_304_length_699_cov_1.840836_MEMO009-NC|full	1224	37.15
NODE_304_length_776_cov_4.181688_NEMO31|full	131567	47.89
NODE_304_length_851_cov_2.479328_NEMO-NC1|full	1	466.666.666.666.667
NODE_304_length_919_cov_3.738717_NEMO32|full	46969	42.2
NODE_304_length_975_cov_2.412027_MEMO116|full	7160	58.4
NODE_3050_length_550_cov_1.945032_NEMO-NC2|full	1945577	34.1
NODE_3051_length_550_cov_1.536998_NEMO-NC2|full	2762318	97.4
NODE_3052_length_550_cov_1.492600_NEMO-NC2|full	959	42.5
NODE_3052_length_566_cov_2.709611_MEMO112|full	278856	42.9
NODE_3053_length_566_cov_2.306748_MEMO112|full	42434	57
NODE_3053_length_628_cov_2.333938_NEMO-NC3|full	721885	74.3
NODE_3054_length_628_cov_2.117967_NEMO-NC3|full	1869339	59.5
NODE_3055_length_628_cov_1.978221_NEMO-NC3|full	1224	65.18
NODE_3056_length_550_cov_1.137421_NEMO-NC2|full	1898104	39.7
NODE_3056_length_628_cov_1.789474_NEMO-NC3|full	2	999.684.210.526.316
NODE_3057_length_550_cov_0.769556_NEMO-NC2|full	765064	96.9
NODE_3057_length_628_cov_1.756806_NEMO-NC3|full	721885	81.6
NODE_3059_length_628_cov_1.675136_NEMO-NC3|full	543	99.92
NODE_305_length_1126_cov_4.244995_NEMO-NC3|full	543	99.952
NODE_305_length_1175_cov_36.207650_MEMO112|full	43817	89.05
NODE_305_length_1248_cov_3.707088_MEMO033|full	224129	51.2
NODE_305_length_1313_cov_3.254045_MEMO048|full	68334	96.1
NODE_305_length_500_cov_1.302600_MEMO122|full	42434	76.5
NODE_305_length_502_cov_0.952941_MEMO109|full	7176	79.3
NODE_305_length_503_cov_2.169014_MEMO020-NC|full	1678	99.688
NODE_305_length_520_cov_0.957111_MEMO056|full	33074	87.3
NODE_305_length_584_cov_1.220907_MEMO089|full	518105	99.625
NODE_305_length_593_cov_2.170543_NEMO46|full	42434	99.1
NODE_305_length_608_cov_1.397363_MEMO074|full	1560201	98.3
NODE_305_length_621_cov_1.016544_MEMO097|full	518105	79.475
NODE_305_length_671_cov_1.577441_NEMO21|full	1206794	30.4
NODE_305_length_677_cov_1.561667_NEMO53|full	518105	100
NODE_305_length_699_cov_1.244373_MEMO009-NC|full	2053526	39.4
NODE_305_length_710_cov_1.486572_NEMO36|full	8364	55.7
NODE_305_length_713_cov_2.224843_MEMO118|full	1925502	60.5
NODE_305_length_740_cov_1.478130_MEMO046-NC|full	544	96.8
NODE_305_length_775_cov_8.653295_MEMO102|full	53541	77.88
NODE_305_length_786_cov_1.833568_NEMO-NC4|full	1528099	100
NODE_305_length_850_cov_2.619664_NEMO-NC1|full	747525	70.1
NODE_305_length_907_cov_3.043373_MEMO115|full	42434	54.5
NODE_305_length_910_cov_2.993998_MEMO076-NC|full	2	41.3
NODE_305_length_974_cov_1.868450_MEMO116|full	7176	39.4
NODE_3060_length_549_cov_3.290254_NEMO-NC2|full	9606	88.6
NODE_3060_length_566_cov_1.464213_MEMO112|full	307492	39
NODE_3061_length_566_cov_1.368098_MEMO112|full	7160	51.7
NODE_3061_length_628_cov_1.185118_NEMO-NC3|full	91347	964.363.636.363.636
NODE_3062_length_549_cov_3.125000_NEMO-NC2|full	1	72.9
NODE_3062_length_566_cov_1.290389_MEMO112|full	518105	770.666.666.666.667
NODE_3062_length_628_cov_1.181488_NEMO-NC3|full	1801634	83.35
NODE_3063_length_628_cov_1.032668_NEMO-NC3|full	547	981.478.260.869.565
NODE_3064_length_549_cov_2.226695_NEMO-NC2|full	186817	40.075
NODE_3065_length_549_cov_1.923729_NEMO-NC2|full	2571127	76.2
NODE_3066_length_549_cov_1.741525_NEMO-NC2|full	2053541	40.1
NODE_3067_length_549_cov_1.675847_NEMO-NC2|full	1760	542.736.842.105.263
NODE_3067_length_627_cov_4.310909_NEMO-NC3|full	562	100
NODE_3068_length_549_cov_1.468220_NEMO-NC2|full	1437010	993.791.666.666.667
NODE_3068_length_627_cov_3.803636_NEMO-NC3|full	83333	99.5
NODE_3069_length_549_cov_1.258475_NEMO-NC2|full	1716	88.8
NODE_3069_length_627_cov_3.501818_NEMO-NC3|full	861445	97.1
NODE_306_length_1024_cov_4.059134_MEMO111|full	7176	44.9
NODE_306_length_1086_cov_3.065411_NEMO-NC2|full	1802131	59.1
NODE_306_length_1126_cov_2.509056_NEMO-NC3|full	1313	98.7
NODE_306_length_1175_cov_2.673953_MEMO112|full	7165	47
NODE_306_length_1247_cov_6.597436_MEMO033|full	151549	43.4
NODE_306_length_1312_cov_3.948988_MEMO048|full	91347	994.666.666.666.667
NODE_306_length_505_cov_1.119159_MEMO052|full	28556	48.8
NODE_306_length_519_cov_2.072398_MEMO056|full	2033802	32.8
NODE_306_length_530_cov_2.684327_NEMO24|full	42434	81.3
NODE_306_length_542_cov_1.709677_MEMO029|full	42434	95.4
NODE_306_length_557_cov_1.306250_MEMO012|full	518105	95.38
NODE_306_length_670_cov_1.391231_NEMO21|full	42434	96.4
NODE_306_length_696_cov_12.350565_MEMO023|full	7176	75.9
NODE_306_length_697_cov_2.395161_MEMO009-NC|full	1236	65.9
NODE_306_length_706_cov_4.917329_MEMO141|full	562	56.3
NODE_306_length_712_cov_1.743307_MEMO127|full	7159	52.5
NODE_306_length_749_cov_2.513393_MEMO025|full	312017	48.8
NODE_306_length_850_cov_1.569211_NEMO-NC1|full	2591606	60.8
NODE_306_length_885_cov_1.851485_MEMO133|full	7176	43.1
NODE_306_length_902_cov_4.070303_MEMO115|full	7160	72.2
NODE_306_length_974_cov_1.208473_MEMO116|full	7160	48.5
NODE_306_length_979_cov_0.931264_MEMO113|full	7160	52.1
NODE_3070_length_549_cov_0.819915_NEMO-NC2|full	200644	98.05
NODE_3071_length_548_cov_11.420382_NEMO-NC2|full	28211	646.833.333.333.333
NODE_3072_length_548_cov_6.925690_NEMO-NC2|full	2	32.55
NODE_3072_length_627_cov_2.087273_NEMO-NC3|full	721885	79.6
NODE_3073_length_548_cov_6.341826_NEMO-NC2|full	1236	49.25
NODE_3073_length_627_cov_1.992727_NEMO-NC3|full	543	99.704
NODE_3074_length_548_cov_3.904459_NEMO-NC2|full	2	52.2
NODE_3074_length_627_cov_1.970909_NEMO-NC3|full	543	98.972
NODE_3075_length_565_cov_1.622951_MEMO112|full	7160	60
NODE_3075_length_627_cov_1.960000_NEMO-NC3|full	562	99.725
NODE_3076_length_548_cov_3.365180_NEMO-NC2|full	171549	85.1
NODE_3076_length_627_cov_1.754545_NEMO-NC3|full	721885	58.9
NODE_3077_length_565_cov_1.469262_MEMO112|full	7160	50.9
NODE_3077_length_627_cov_1.436364_NEMO-NC3|full	1095465	72.3
NODE_3078_length_548_cov_2.239915_NEMO-NC2|full	91347	92.5
NODE_3078_length_565_cov_1.411885_MEMO112|full	42155	58.2
NODE_3078_length_626_cov_6.795993_NEMO-NC3|full	562	99.5
NODE_3079_length_626_cov_4.366120_NEMO-NC3|full	721885	87.8
NODE_307_length_1086_cov_3.030723_NEMO-NC2|full	2026720	38.9
NODE_307_length_1125_cov_4.632634_NEMO-NC3|full	2	40.15
NODE_307_length_1175_cov_1.657559_MEMO112|full	518105	434.142.857.142.857
NODE_307_length_1312_cov_3.740081_MEMO048|full	1903409	100
NODE_307_length_519_cov_1.658371_MEMO150-NC|full	2024555	68.9
NODE_307_length_530_cov_1.549669_NEMO14|full	7176	71.8
NODE_307_length_533_cov_0.859649_MEMO078|full	518105	87.8
NODE_307_length_574_cov_2.585513_MEMO027|full	518105	782.333.333.333.333
NODE_307_length_657_cov_1.567241_NEMO23|full	42434	57
NODE_307_length_688_cov_7.212766_NEMO20|full	131567	42.28
NODE_307_length_690_cov_0.964111_MEMO117|full	51655	38.5
NODE_307_length_708_cov_1.082409_NEMO36|full	34485	418.333.333.333.333
NODE_307_length_774_cov_1.281205_MEMO102|full	7176	42.4
NODE_307_length_775_cov_7.809456_NEMO31|full	34485	29
NODE_307_length_785_cov_1.837571_NEMO-NC4|full	267747	99.2
NODE_307_length_902_cov_3.489697_MEMO115|full	518105	55.05
NODE_307_length_909_cov_2.536058_MEMO076-NC|full	2006849	41
NODE_307_length_911_cov_1.808153_MEMO149|full	553	99.4
NODE_3080_length_565_cov_1.086066_MEMO112|full	42434	32.3
NODE_3081_length_565_cov_0.852459_MEMO112|full	37567	34.38
NODE_3081_length_626_cov_3.581056_NEMO-NC3|full	1783273	676.636.363.636.364
NODE_3082_length_548_cov_1.857749_NEMO-NC2|full	2	98.55
NODE_3083_length_626_cov_3.344262_NEMO-NC3|full	562	979.666.666.666.667
NODE_3084_length_626_cov_2.275046_NEMO-NC3|full	721885	70
NODE_3085_length_626_cov_2.078324_NEMO-NC3|full	543	99.32
NODE_3087_length_548_cov_1.150743_NEMO-NC2|full	200644	96.8
NODE_3087_length_626_cov_1.965392_NEMO-NC3|full	2026729	67.2
NODE_3088_length_564_cov_1.954825_MEMO112|full	91347	98.15
NODE_3088_length_626_cov_1.943534_NEMO-NC3|full	1891238	38
